,text,label
6428,哦不不需要了,3
6429,我是单身那个,1
6430,资料吗,5
6431,那我现在有点事回头再说好吧谢谢啊,4
6432,时间,5
6433,哦不用了,3
6434,对单身没没有,1
6435,我现在不是了我都不在北京那边了,2
6436,喂我是谁,6
6437,不好意思我现在在开会回头打行不行,4
6438,不要没有没有,2
6439,嗯你好不好意思我不需要,3
6440,怎么有事吗,1
6441,啊不需要好,3
6442,不用我也谢谢,3
6443,我那个朋友了,5
6444,哦我现在在上班不方便讲,4
6445,没有吧没有吧,2
6446,对这有问题吗,1
6447,嗯不是是这,2
6448,哦不是的是,2
6449,对的单身嗯,1
6450,那有没有没有,2
6451,我叫单身过着,1
6452,可以拿一个这个挺好的没有等一下就是均码没有大小号肯定他是,4
6453,稍微等一下稍微等一下稍微等一下好吧我现在有点事情好吧好好好好好好,4
6454,我现在在外面高空上做活呢,4
6455,单身什么事,1
6456,再说好的,4
6457,你你你你你有什么你就直说,1
6458,不好意思我现在想换一个了接电话不方便回头我再给你钱花可以吗,4
6459,单身犯法了吗,1
6460,用了嗯不是了,2
6461,嗯没有没有了,2
6462,方便吗,5
6463,嗯不用合作了呢,3
6464,我注册玩了,3
6465,错了弄错了,2
6466,是的是的是的是单身的,1
6467,你好我现在还上班呢咱先别老家了啊拜拜,4
6468,嗯不用嗯不是,2
6469,我弄错,2
6470,没有没有在上,2
6471,然后现在,5
6472,不是,2
6473,哦不行那谢谢,3
6474,不好意思我现在已经找到了谢谢啊,2
6475,啊不好意思现在我上班不方便接电话啊,4
6476,哦就是那个,1
6477,哦我现在有事我晚点明天打电话可以现在开始,4
6478,现在银行不方便说晚点日期好吧,4
6479,啊没有了已经找到没有了,2
6480,现在也没有,2
6481,我在找,5
6482,过了年再说,4
6483,那没有说话,5
6484,我现在是单身呢,1
6485,我我现在不方便走还上班啊,4
6486,哦不是谢谢结婚了,2
6487,没有点错了,3
6488,啊有女朋友了好的谢谢啊,2
6489,不是的审呢,2
6490,我说我不需要了我现在已经找到了,2
6491,那头我现在有事回头再说好吧啊,4
6492,啊现在就是我现在在外面吃饭我可能晚会再给你回可以吗,4
6493,没有需求谢谢啊,3
6494,不不用不用了,3
6495,好好啊暂时没空下次再聊啊,4
6496,嗯我那个在,5
6497,呃是单身我现在不方便好吧嗯,4
6498,我呃那个他那里,5
6499,啊那个不弄了,3
6500,啊萨单身,1
6501,没有啊不在,3
6502,暂不需要哈,3
6503,对那个现在上次方便回头再聊好吧,4
6504,啊我现在已经找到合适的了,2
6505,哎不是单身呢,2
6506,哎不是不是哈,2
6507,算了不用谢谢,3
6508,嗯你晚点再打电话了,4
6509,哦没有好,3
6510,我问我是单身,1
6511,啊我没有啊,3
6512,没有吧,3
6513,好晚点再打吧现在没时间不方便说,4
6514,单子还在单身,1
6515,啊不用了我现在已经找到有这个情况么,2
6516,我不能退,5
6517,我那个用,5
6518,哦不是不是谢谢啊好,2
6519,是是单身现在不太方便的时候才上的好吧真没有好吧,4
6520,你是搞错了,2
6521,你好我现在没时间啊不好意思,4
6522,啊我现在有点事情呢回头再说好吗,4
6523,试试哦我不是,2
6524,不用不是单身,2
6525,我没有我现,2
6526,那再那个离异,1
6527,对是的我现在不方便接电话可以晚点打,4
6528,别的意思谢谢,3
6529,不是幺二啊,2
6530,呃对单身单身,1
6531,嗯没没没搞错,2
6532,对我们帮你,5
6533,没有病啊,2
6534,我说你打错电话了,2
6535,是单身我现在有点事你回头打好吗,4
6536,不是我找那个,2
6537,三岁我是单身,1
6538,不是你说,2
6539,那我现在,5
6540,暂时不用认证不用我已经写一下现在了,3
6541,单身那么的,1
6542,哦不是不是好好行,2
6543,嗯我现在没有时间啊,4
6544,哦嗯我试试,1
6545,我我现在这边不方便听电话了等一下我晚点再说吧,4
6546,是不方便的,4
6547,你有病啊,2
6548,不用嗯,3
6549,打到单身,1
6550,啊我说不是,2
6551,啊不嗯不用了,3
6552,呃没有注册,2
6553,哦是是是不好意思我现在不太方便讲电话能晚点再那个沟通吗,4
6554,我那个弄错了,2
6555,啊我不用了啊,3
6556,我我是单身呢,1
6557,好心不了人不舒服,5
6558,真爱我是,1
6559,啊我我我最近到云南这边来了我现在没有时间在那边,4
6560,啊已经找着了,2
6561,那个啥晚点他联系请明月现在不太方便,4
6562,又搞错了,2
6563,为孩子注册的,6
6564,知道错,5
6565,对对对单身我现在有点事回头再讲好吗,4
6566,他说这个这个这个,5
6567,我现在是单身单身我现在好忙我回头再打给你行吗,4
6568,是你们是,1
6569,我没有这回事,2
6570,啊不需要了谢谢我是单身单身我也不需要,3
6571,没空打法院呢,4
6572,哎呀真懂,5
6573,早说了搞错了,2
6574,呃呃不是不是不是,2
6575,有不用了谢谢,3
6576,我我单身,1
6577,回头再说吧啊我这会有点事,4
6578,没没事那不行,2
6579,我现在上班我省一个中行吧,4
6580,啊不是啦,2
6581,嗯再说吧是吧,4
6582,啊嗯嗯那个,1
6583,我现在不太方便晚点不打吧,4
6584,呃没有找到了,2
6585,啊不是不是光,2
6586,哦哦哦哦哦这个,5
6587,没有了嗯谢谢啊,3
6588,那个我乱填的,3
6589,哦晚点给你打电话,4
6590,嗯你搞错了,2
6591,我我不单身,2
6592,我这开会呢家回头再说行吗,4
6593,我离婚呢,1
6594,哦哦那个是啊,1
6595,你要不晚点再打电话过来可以吗,4
6596,对我资料啊,1
6597,啊我我没有弄这个谢谢啊,2
6598,单身呢早晨,1
6599,我知道谢谢,3
6600,哦那不用了哈,3
6601,然后需要,3
6602,哦不不用不用,3
6603,我这个不需要谢谢我现在不需要了是不是,3
6604,不好意思我现在了嘛好好好拜拜,4
6605,没有啊怎么了,3
6606,我现在不是扣,2
6607,但不是,2
6608,单身女士本人,1
6609,我是老太婆了,2
6610,那又怎么样,1
6611,啊不用了好像,3
6612,哦现在先不方便接啊改日再笑我吧好吗谢谢嗯不在外面正办事呢,4
6613,对我资料,1
6614,我说你问在什么意思吗是的,1
6615,不好意思正开会呢回头吧好吧,4
6616,现在没有呢,5
6617,哦现在忙着呢都在说啊好好,4
6618,我是当中呀,1
6619,你打你打错电话了,2
6620,啊我是单身,1
6621,啊我现在很,5
6622,哦没有了吧好,2
6623,现在了,5
6624,嗯哎不是不不,2
6625,车载怎么啦,1
6626,嗯我现在我现在已经找到一个了我自己找到一个我以后再看吧好吧,2
6627,哦没有了好,2
6628,嗯要要干嘛,1
6629,他没有呀,3
6630,嗯现在哎哎哎,5
6631,哎是的单身我现在还稍微有点事不太方便你晚点打过来啊,4
6632,我从在开会,4
6633,没有没有嗯,2
6634,暂时先不需要了已经那个了已经拖了单身,3
6635,呃不用了啊,3
6636,是不是,2
6637,哦不是哦嗯,2
6638,也不是不是,2
6639,你现在啥呀,5
6640,嗯我我不是单身,2
6641,是的是的我现在正忙着你回头再给我打行吗,4
6642,啊对先不是的,2
6643,啊没有谢谢没有注册资料,2
6644,哎你好我在不需要这个,3
6645,我我现在有事我回头再说这事吧,4
6646,不需要不需要不需要下线了,3
6647,好谢谢忙着了忙着了啊哎哎哎好好好好好好再见啊,4
6648,啊不是好再见,2
6649,哦不不是谢谢啊,2
6650,啊这个是我同学把他那个点呢然后不好意思啊不是谢谢,2
6651,是的那个我现在在外面那个听课不方便好吧,4
6652,知道吧,5
6653,是单身啊,1
6654,哦哦哦那个是别人住在用我的手机,5
6655,对单身我现在上班不方便好吗,4
6656,哎您好现在正在上班有点不方便回头联系您可以吗,4
6657,到不是,2
6658,不好意思那个,3
6659,我现在在上班不方便接电话发一下拜拜,4
6660,哦没有可能是我我都不知道这个事,2
6661,哦我是离异的,1
6662,对呀没有错啊,1
6663,没有吧没有吧你打错了,2
6664,现在不放心不动,5
6665,我都快结婚了,2
6666,你刚不是我,2
6667,他没有没有没,2
6668,呃我比较忙啊等一下再那个我现在已经找到了啊,2
6669,意思你小子,5
6670,哦不是的呀,2
6671,哦哦哦那个那个啊,5
6672,啊不用了哈嗯,3
6673,哦不需要嗯,3
6674,嗯嗯不是的,2
6675,不用了此账号,3
6676,哦我现在不行,4
6677,开会呢晚点说,4
6678,对呀是哪里呀,1
6679,不是我是瞎填,3
6680,现在最近最近在相亲呢啊挂了,3
6681,哦不需要那个,3
6682,啊没有呀哇,2
6683,啊知道,5
6684,因为没有空,4
6685,这个我有有关系吗,3
6686,嗯不需要不,3
6687,哦没有现在有人没有了啊谢谢啊好,3
6688,啊你弄错了啊,2
6689,对我现在在医院我说嘴说话不方便做手术了,4
6690,哦不是哎,2
6691,我妈我们孩子,5
6692,啊不单身了,2
6693,你可能搞错了,2
6694,单身是的,1
6695,我我在外面听不清你讲的什么,4
6696,还没有还没有,2
6697,我现在有点不方便接电话你能不能稍微晚点打,4
6698,啊不不是啦,2
6699,嗯我弄错了,2
6700,喂我是呃我是,1
6701,啊没有谢谢啊再见,3
6702,现在现在还,5
6703,啊现在分的,5
6704,哦谢谢谢谢不需要了,3
6705,哎不不能吧,2
6706,不不方便我现在正好在忙好吧回头的时候上班时间再说吧,4
6707,好没有弄错吧,2
6708,哎弄错了大哥,2
6709,就已经注销了,3
6710,对不起对不起我不需要那个哈谢谢谢谢不需要哈谢谢,3
6711,哦哦哦哦哦我那个我去,5
6712,哦哦哦我我那是好久前注册的吧,3
6713,方便嗯,5
6714,那个我回头回头再说吧,4
6715,有没有没有啊,2
6716,哦我已经找到了,2
6717,我现现在不用了谢谢啊,3
6718,单身了能不能,1
6719,啊不是为,2
6720,单身有关系吗,1
6721,你好我现在忙着呢等会现在不方便接听啊今天现在啊拜拜,4
6722,对但但不好意思我现在在上班不方便接电话,4
6723,啊是啊什么呀,1
6724,二字打错或对,2
6725,不是了离婚了,1
6726,我要找到了,2
6727,啊不用看,3
6728,哦现珍爱网啊,5
6729,嗯现在没有空,4
6730,不但不用不用,3
6731,现在开会女士,4
6732,哦那搞错了,2
6733,嗯不需要核实,3
6734,没有去,3
6735,喂你记的不用,3
6736,哦我不方便哈,4
6737,哎现在没有,5
6738,嗯嗯没有啊,3
6739,嗯不好意思见,3
6740,再说他怎么讲,4
6741,啊这个我现在还在路上不太方便回头吧,4
6742,那个张哎啊,5
6743,哦我结婚呢,2
6744,不是啊我是网,2
6745,我我是你给我开辟的了啦,1
6746,老是单身那,1
6747,那你现在在找,5
6748,我现在不在北京在外地呢不好意思,6
6749,呃这个时间嗯,5
6750,啊已经找到现在在谈吗不用了谢谢啊,2
6751,不是不是爱我,2
6752,哦你不需要,3
6753,弄错了吗,2
6754,呃不好意思啊我现在在外面,4
6755,我我没注册啊,2
6756,我搞错了哈,2
6757,是十五个,5
6758,我现在上班着呢不方便那个,4
6759,没有那现在密码可以登一下,5
6760,你好不需要谢谢,3
6761,没有没事吧,2
6762,你能打电话过来的我这边已经找到了啊,2
6763,不是我我,2
6764,不用不用行,3
6765,是单身单身,1
6766,哦那你搞错了,2
6767,单身有背是嗯,1
6768,哎呀不用了不单身,2
6769,什么啊我在外地了回头再说吧好吧,4
6770,我现在忙着呢好吧好好再见啊,4
6771,这个还是单身,1
6772,我帮我听不到,4
6773,啊现在不在,5
6774,现在还没理呀,5
6775,嗯我不需要了,3
6776,啊嗯现在不是,2
6777,啊我现在没有事没有时间说这事回头再说吧,4
6778,需不需要不行,3
6779,不不不需要了,3
6780,啊不是单身啊,2
6781,我是多久注册的是啊单身还是我朋友几个都你叫我注册号我该怎么办,1
6782,啊对呀可是我不在上海哟,1
6783,呃我是单身,1
6784,嗯不单身啊,2
6785,你这样子我现在有点事是吧,4
6786,呃不用了谢谢哦,3
6787,那个随便弄的不用管了,3
6788,我想我想注销那个,3
6789,我现在开会好吧好好好,4
6790,没见面时间应该,4
6791,呃搞错了我,2
6792,嗯不用昨晚谢谢啊,3
6793,怎么了有事吗,1
6794,你好我没时间现在我在上班,4
6795,呃还不是,2
6796,啊我我不需要,3
6797,现在不帮喂说话,4
6798,然后我,5
6799,小嫂子东西,5
6800,啊我听不见诶我在外面我这很吵听不见,4
6801,现在很忙,4
6802,我是很黑的,1
6803,不好意思啊我现在上班现在不方便接电话不好意思啊,4
6804,啊对我现在就,1
6805,这样子吧我现在有点忙,4
6806,有什么事没有,1
6807,啊对怎么知道,1
6808,我不是到意思,2
6809,但我现在在上班我现在不方便说这个,4
6810,啊嗯不是,2
6811,我我在在珍爱网上注册了不会吧我完了多大了我媳妇啊我都有媳妇的人了,2
6812,啊不是嗯啊是,2
6813,不用已经找到了谢谢啊,2
6814,我是单身干嘛,1
6815,嗯行不好意思,3
6816,不用不用还呀再见啊,3
6817,啊现在没有了嗯谢谢啊,5
6818,对我知道,1
6819,还是怎么弄,1
6820,没有兴趣没谢谢,3
6821,拿东西,5
6822,呃不用了谢谢啊哪里的,3
6823,哦刚刚单身,1
6824,我已经关掉了,3
6825,呃是现在不是了啊,2
6826,嗯暂时没精力了嘛哈,3
6827,嗯不知道不是,2
6828,没时间哈,4
6829,回头回头我们在你再来电话吧,4
6830,现在不是单身,2
6831,我不是在这吗,2
6832,对的博士老师的是别人拿快递的,5
6833,没有没有了啊,2
6834,我不需要这个了谢谢啊,3
6835,呃没有单身,2
6836,嗯对他是单身,1
6837,啊资料,5
6838,不知道了,5
6839,没有开车,4
6840,我现在在外面现在不方便说话啊,4
6841,没有事情,2
6842,哦不需要已经找到了谢谢啊,2
6843,是的我是单身,1
6844,啊我不是了,2
6845,呃不是不是的,2
6846,哦哦没有谢谢谢谢,3
6847,好好好我现在上班她现在她也说这个,4
6848,不需要了哦搞错了可能,2
6849,是的是的我现在不是太方便我晚点跟你说好不,4
6850,我那个有啥,5
6851,我这已经不是啊谢谢啊,2
6852,我现在在外面吃饭呢我不知道听不清说什么,4
6853,是这样子你晚点再给我打好吧就我还还在工作好吧还没下班,4
6854,嗯不好意思我已经找到了,2
6855,你好不用不用,3
6856,不好意思啊我现在在忙哈好好,4
6857,不用改不用了,3
6858,哦我不是在身,2
6859,对我现在在忙,4
6860,那没有啊没有,2
6861,啊不好意思哈,3
6862,没有病呢,2
6863,哦没兴趣啊,3
6864,不是了已经找到了哦,2
6865,呃没有结婚啊,1
6866,哦哦哦是的嗯,1
6867,没有没有啊,2
6868,啊就是没人接,5
6869,对这没没问题,1
6870,呃不需要就是,3
6871,暂时不首先现在现在点吧我看了我,3
6872,不单身吗,2
6873,不用吗,3
6874,注册那个资料,5
6875,哦那个现在我没有空谢谢,3
6876,我现在是的呀,1
6877,现在我暂时不方便越好好吗等会你再打给我吧,4
6878,喂啊不是,2
6879,哦不需要不行,3
6880,我说像没有,2
6881,意思不需要,3
6882,啊是单身,1
6883,哦我现在不方便说好吧在上班,4
6884,嗯现在已经找到工作了,2
6885,嗯找到找到了,2
6886,正品是搞错了,2
6887,我今天有事啊回头给你回头再聊哈,4
6888,对对单身,1
6889,哦哦哦这个我刚刚出,5
6890,搞错了吧你,2
6891,马上就没有了,2
6892,现在我不是帮助吗我已经找到另一半,2
6893,这样子啊我说我在开车啊不方便接电话,4
6894,找到了哈行行,2
6895,诶我不是说,2
6896,啊不是呀,2
6897,啊已经喜欢了,2
6898,哦谢谢我不需要不需要,3
6899,啊没有好谢谢你啊嗯嗯,3
6900,啊我撤了单身,5
6901,哦不需要了已经找到了哈,2
6902,找到了啊不是啊好谢谢你,2
6903,对呀我很久了那很久了,1
6904,嗯这样子啦,5
6905,是的我还在睡觉回头再说哈,4
6906,离异啦,1
6907,不到分,5
6908,哦我已经找到了啊,2
6909,我是单身啊,1
6910,手机注册玩了,3
6911,现在是吧,1
6912,不是我删了,3
6913,哦我有对象来,2
6914,我现在外面吃饭呢,4
6915,过一段再说,4
6916,哦现在都已经找到了,2
6917,啊我现在在上班不方便聊哈谢谢,4
6918,哦没有需求谢谢,3
6919,呃现在没空啊这样子呗,4
6920,情况没有,5
6921,我现在不太方便开会呢回头再打吧,4
6922,我我是离异的,1
6923,不是是,2
6924,账号时间弄了,5
6925,现在在外面等一下后续但不浪费修好吧,4
6926,他可能回头再说,4
6927,哦我已经找到了不用了谢谢,2
6928,时间视频,5
6929,哦我回来我回来不了,3
6930,我不考虑能不能听明白,3
6931,哦我现在在外面没时间,4
6932,好不好意思啊现在没有时间好好拜拜,4
6933,不用了不用哪,3
6934,哦那搞错了吧,2
6935,用不到了,2
6936,在外面有事情我在外面有事情,4
6937,咋啦是啊,1
6938,不是那我怎么还是单身搞错了,2
6939,是啊咋不是,1
6940,啊你好那个我现在忙我现在在忙我现在在忙,4
6941,啊现在对呀,1
6942,我我是单身嗯,1
6943,我给他退出去了我就想试试我想了解一下这个平台,3
6944,哦现在我在上班不方便沟通,4
6945,嗯是深圳呢,1
6946,呃不是啦,2
6947,对了没兴趣,3
6948,那我现在不方便,4
6949,在开会吗,4
6950,这个什么问题,1
6951,嗯搞错了那个,2
6952,嗯注册有一段时间了,1
6953,然后再操作,5
6954,不会像不行,2
6955,我不去我不去我不去,5
6956,后再说吧,4
6957,我这个资料了,5
6958,一个七万多我现在忙,4
6959,我现在人在外面然后我等我忙完行吗我现在,4
6960,是晚点跟我说好吧我现在不方便,4
6961,太吵知道,5
6962,没有就没有啊,2
6963,哦现不是好,2
6964,嗯对不需要,3
6965,啊我先不用,3
6966,注册注册,5
6967,没不占没注册,2
6968,呃不是单身的,2
6969,呃对我知道啊,1
6970,没有好没事,2
6971,嗯我现在忙好,4
6972,哦那个旺啊,5
6973,那个上不好然后他那个不是说还得交费那么两三页交的表钱吗我撤了回来了,3
6974,是是那个,1
6975,说不用了,3
6976,零三你是哪里,5
6977,不是不是不是那我注册玩了,2
6978,是啊什么事啊,1
6979,单身我就考虑,1
6980,对我现在不单身,2
6981,现在娃他爸了,2
6982,嗯我用那个只,5
6983,哦搞错了啊,2
6984,嗯现在我忙的,4
6985,男士的,5
6986,啊不用了谢,3
6987,嗯我说现在已经找到了啊,2
6988,我不是的那个之前就说这个你们能帮我取消吗,2
6989,您弄搞错了吧,2
6990,啊不是的那个,2
6991,我不小心按到的不好意思哦,3
6992,我不记得了,5
6993,嗯我现在现在先不跟你说了我儿子生病了在他在看病的,4
6994,哦现在没搞起来,5
6995,对了没有啊,3
6996,反正那个口啊,5
6997,是但今天有点忙说的的忙然后等改天再说啊谢谢谢谢,4
6998,我现在现在已经找到了,2
6999,我现在在外面开会等一会说,4
7000,啊不是的好,2
7001,不是是那个,2
7002,不记得了,5
7003,哦我现在在上班不方便哈,4
7004,哦找到了没有,2
7005,现在我,5
7006,我怎么不需要,3
7007,那个搞错了,2
7008,呃不用了不,3
7009,现在是现在忙,4
7010,我在睡觉空再跟你聊行吗,4
7011,啊现在不在,5
7012,这样的我现在不方便接电话好吧十一点回你好吧,4
7013,嗯说暂时不行,3
7014,我说我睡觉呢,4
7015,知道是吧,5
7016,我在有事情,4
7017,单身对,1
7018,哦现在上班不方便,4
7019,我是班车哦,1
7020,啊不好意思我已经找到能拿下,2
7021,啊我不用谢谢,3
7022,呃哪个保修,5
7023,哦我现在有朋友的,2
7024,呃你好我现在不太方便,4
7025,啊那不是,2
7026,一直没空,4
7027,哦我现在没有要需求了谢谢你,3
7028,我说你没搞错,2
7029,嗯没错我们家,5
7030,还是什么单子,1
7031,等一下回头再跟你说好吧我在忙好啊,4
7032,帮我结婚了,2
7033,二单身,1
7034,那个意思,5
7035,那个门口,5
7036,嗯不好意思我,3
7037,啊我正想注销了单身我今天联系过你的同事我正想注销然后她说她说要在电脑上注销我说我家没电脑然后他说可以在手机上然后他要我打那个什么电话我还没打嘞还想问怎么注销哎,3
7038,嗯是有什么说,1
7039,哦我不谈那个,2
7040,不是啊嗯挂了,2
7041,是的晚点打电话吧好吧,4
7042,那不是了再见,2
7043,现在没有了,5
7044,嗳没有没有钱,2
7045,嗯不到取消吧,3
7046,这个我现在今天有事啊等回头我再跟你说吧现在不方便好吗,4
7047,我现在在外面起早上走了出来接电话的,4
7048,再回头再说吧啊对对对,4
7049,你们单身的,1
7050,不是啊是我好吃啊哦,2
7051,不是我在搞了,2
7052,那就是我,1
7053,哎对那个,1
7054,我已经不是呗,2
7055,已经找了,2
7056,哦哦哦我看到,5
7057,什么人什么,5
7058,啊没有和按错了啊谢谢,2
7059,啊我现在都,5
7060,嗯单身还是,1
7061,单身你,1
7062,没时间不行,4
7063,哦这个我已经找到了我的真爱,2
7064,暂时没有嗯谢谢,3
7065,嗯好好现在有点忙不好意思啊,4
7066,打错号了吧,2
7067,你好我我现在不需要了单身我不知道怎么关闭那个,3
7068,不是吧,2
7069,我我不是不是,2
7070,我现在没空吧意思,4
7071,哦现在还没没,5
7072,哦我现在不方便我现在在外面,4
7073,能能能弄错,2
7074,啊我结过婚了,2
7075,回头再打电话吧哈现在忙着哈,4
7076,呃不用的歌,3
7077,不需要自己写,3
7078,没掉了退掉了退掉了,3
7079,啊好好好我我现在有事情我挂了,4
7080,哦哦哦哦哦那是朋友他们注册我不晓得,6
7081,啊已经结婚了,2
7082,报的资料是,5
7083,嗯不是没有也被扣了啊谢谢你,2
7084,我说是单身,1
7085,我在外面我不在找,4
7086,嗯不需要了亲,3
7087,哦那个不用了,3
7088,我现在忙哈,4
7089,哦不单身了,2
7090,嗯我说不是了现在已经找到了,2
7091,呃我先不用,3
7092,嗯没有那玩,2
7093,我不单身啊,2
7094,这是一份资料,5
7095,我现在是的单身我现在在外面不方便接电话晚点再说好吗,4
7096,哦没没有没有,2
7097,对女士吗,1
7098,嗯没有见,3
7099,好像是是,1
7100,不是我结婚啦,2
7101,不是我是哦,2
7102,不是啊是你的,2
7103,我这个我我现在他在上班不方便怎么说啊,4
7104,好不需要需要,3
7105,当然呀,1
7106,我是邓生,1
7107,呃单身在上班现在现在不方便,4
7108,不用是的,3
7109,对呀什么事了,1
7110,哦没有打错,2
7111,还有结婚了,2
7112,是的干嘛呢,1
7113,我已经找到有了年底的结婚了,2
7114,哦我是做网那边注册了,1
7115,麻烦,5
7116,单身是单身呀,1
7117,啊不好意思我那个在上课在忙呢,4
7118,不好意思我这会儿稍微有点事怎么回头再聊好吧,4
7119,这个我没弄哎你们大人胡乱弄的吧,2
7120,哦好之前的申请单现在更新了,5
7121,不到,5
7122,嗯不用客气,3
7123,不好意思我现在上班不方便哈不好意思,4
7124,好像搞错了吧,2
7125,不是的不是了单身那个等待版是吗,2
7126,不出去那个啥,5
7127,啊哦不是不是,2
7128,不好意思我现在在上班不方便讲电话,4
7129,我又不是男的,5
7130,好的不需要了,3
7131,跟你讲不需要哈,3
7132,嗯不是结婚了,2
7133,哦哦再见啊哎,3
7134,现在没兴趣了,3
7135,哦没有注册,2
7136,是单身我退了,3
7137,你好你想我现在在上班也不方便,4
7138,我我现在吗,5
7139,现在不方便接听电话在上班哈,4
7140,什么三幺,5
7141,高转账不是单身了怎么还大的话而且那个我已经那个红联网那个那个珍爱网我已经卸载了,2
7142,没有了没有,2
7143,哦哦哦那个和注册我,5
7144,不是了不去了,2
7145,啊您说您这边要不我我现在不方便接电话吧我现在正在上班呢啊,4
7146,没事我先闹着玩的不好意思,3
7147,嗯我现在在上班我这个不好用这个不方便讲完上班的啊,4
7148,哦我现在还在,5
7149,我是韩妈妈,5
7150,啊现在不行,4
7151,嗯没有了谢谢啊嗯,3
7152,呃不是啦已经找到了不好,2
7153,嗯现在是啊,1
7154,那我是天猫,1
7155,不是单身啊,2
7156,我现在已经找到工作了好像没空啊,2
7157,那已经不是,2
7158,我现在说话不方便回头吧好吧,4
7159,是什么一你讲,5
7160,我早结婚了解了解想早结婚,2
7161,嗯是呀咋啦,1
7162,现在不是不是好好再见,2
7163,是的是的我现在上班那个不方便说话行,4
7164,哦哦哦哦成家了,2
7165,啊不需要谢谢哈嗯,3
7166,那是呀那个,1
7167,抱歉不好意思,3
7168,哦不好意思那个我填错了,3
7169,不需要了现在,3
7170,呃现在开会啊,4
7171,我现在在上班不方便接电话不好意思,4
7172,不用兴趣,3
7173,哦那我现在,5
7174,中午还是上午,5
7175,啊我没有说他,2
7176,我这边很吵我在外面没听到,4
7177,我是大学,1
7178,不需要啊保持,3
7179,啊我回头给你打吧行不有事好吧,4
7180,啊是单身单身不用了谢谢,3
7181,哦那个上面,5
7182,有对象啦,2
7183,你好我现在在上班不方便收费,4
7184,我是想我现在不方便在上班呢不好意思啊,4
7185,啊对对我现在在上班不好意思等下班回回电话哈好好好,4
7186,我真的没时间现在我已经找到了没有了,2
7187,要不不不是了,2
7188,嗯单身嗯嗯,1
7189,刚才那个我我现在能不能撤销了我把这个软件都删了,3
7190,不是哦结婚吧,2
7191,不好意思我现在有一点忙等一下回头打给你可以吗,4
7192,与您通话的用户已,5
7193,现在不方便我在外面办事情好吧,4
7194,哦不用吗,3
7195,我不需要了嗯,3
7196,嗯已经找到地方了,2
7197,嗯不想再说了,4
7198,哦哦哦哦哦死嘞,5
7199,那个收了,5
7200,没法搞错了吧,2
7201,没没没搞错了,2
7202,我现在呀,5
7203,写错了不用了,3
7204,我这里谢谢你上班不太方便接听,4
7205,我现在上班呢不方便说这个还要再说吧,4
7206,呃我不是我不是了啊,2
7207,啊我注册玩了,3
7208,哎搞错了,2
7209,哦我现在开会,4
7210,嗯是的什么呢,1
7211,啊现在没有单身了,2
7212,你没有了算了,2
7213,呃现在不是嘞,2
7214,这个不能收,5
7215,嗯已经找到银行了,2
7216,结婚了啊好吧,2
7217,那倒是啊对啊,1
7218,我天天单身,1
7219,没有就没有,2
7220,哦有女朋友了,2
7221,是的是的单身,1
7222,呃我我已经找到你没有了,2
7223,你好现在不方便跟你通话哈请问的是,4
7224,单身可乐,1
7225,我现在不谈这个事我现在在外面吃饭呢,4
7226,现在是对的,1
7227,单身嗯,1
7228,他没有没有,2
7229,不好意思我现在已经找到了谢谢啊,2
7230,啊这不需要,3
7231,哦等下那我不需要了啊,3
7232,像我现在不用,3
7233,我有事情啊,4
7234,我我有老公的,2
7235,你好是的我现在在上班,4
7236,我说明天拨打行吗我这边还在外面上课,4
7237,啊我现在没有单身啊谢谢,2
7238,啊不是的我,2
7239,哦不用不用没有搞错了,2
7240,我在忙没空,4
7241,诶搞错了吧,2
7242,那个是按错了意思,2
7243,啊那那个,5
7244,哦不是的啊,2
7245,不是你你在你,2
7246,那个实验,5
7247,呃不是我,2
7248,嗯没有了哈谢谢嗯,3
7249,啊呃不是,2
7250,那好回头再说我今天上班了,4
7251,不好意思您把那打吧我现在到那个啥了忙着呢,4
7252,嗯好不是嗯,2
7253,啊搞错了吧,2
7254,你这样子好我现在不方便接电话稍微晚点可以吗,4
7255,那个我现在你要出去有事回头再联系吧,4
7256,嗯嗯水离异,1
7257,啊还没有,5
7258,把资料,5
7259,那这个这个不用管我了吧好谢谢,3
7260,我现在没空他,4
7261,嗯你能可以,5
7262,我现在有点事情回头再聊好吧,4
7263,没有了好,3
7264,需要的不需要,3
7265,单身就是版型,1
7266,哦没有到了,2
7267,我现在有事不方便点啊回头吧谢谢啊,4
7268,搞错完了,2
7269,嗯是啊什么吗,1
7270,嗯你再说一遍,4
7271,啊你好我现在没时间啊忙着呢,4
7272,那那个上面,5
7273,你好我现在在上班不方便好吗,4
7274,很没有,3
7275,因为不用了,3
7276,你好我现在忙等会我再回给你们啊,4
7277,啊没有没有好,2
7278,不是不是很好,2
7279,啊你弄错了,2
7280,他不用不用了,3
7281,嗯不是单身,2
7282,就是这种事,1
7283,哦那我搞错了,2
7284,哦哦不用谢谢,3
7285,啊这不需要嗯,3
7286,哦那是那个,5
7287,我睡了现在,5
7288,不是不是很,2
7289,女士交往是吗,5
7290,嗯可以再,1
7291,嗯我那个,5
7292,啊我找到了啊,2
7293,哦不用了吼,3
7294,首先是上班不方便谢谢,4
7295,没有了没有哎,2
7296,哦是你好现在没时间,4
7297,啊是这样我现在上班不方便,4
7298,单身是单身的,1
7299,哦我搞错了,2
7300,啊不好意思啊那个是我在等一下,4
7301,不是吧三,2
